term,category
सूख,Symptom
सूखता,Symptom
सूखते,Symptom
सूखना,Symptom
सूखना।,Symptom
सूखने,Symptom
सूखरा,Generic
सूखा,Symptom
सूखापन,Symptom
सूजने,Symptom
सूडोमोनास,Pest/Disease
सूरज,Generic
सूरजघर,Agriculture unit
सूर्यमुखी,Crop
से,Generic
सेंट,Generic
सेंट्रोला,Generic
सेकंड।,Generic
सेकेंड,Numeral
सेक्सी,Generic
सेगवान,Generic
सेजपुरा,Generic
सेट,Generic
सेटबिलाइस,Generic
सेड,Generic
सेपरेट,Generic
सेफ,Generic
सेब,Crop
सेम,Crop
सेमि,Generic
सेमी,Crop
सेम्मे,Generic
सेरेटिक,Generic
सेव,Crop
सेवन,Generic
सेविंग,Generic
सेवेंटी,Numeral
सेहर,Generic
से,Generic
सैंतालीस,Numeral
सैतालिस,Numeral
सैतीस,Numeral
सैफनी,Variety
सैलरी,Generic
सैली,Generic
सॉयल,Generic
सो,Numeral
सोइंग,Generic
सोउ,Generic
सोठास्तर,Generic
सोठास्त्र,Generic
सोड़ान,Generic
सोडोमिनोस,Generic
सोडोमोनस,Pest/Disease
सोधन,Generic
सोधन,Generic
सोनपुर,Generic
सोनम,Variety
सोना,Generic
सोना।,Generic
सोयाबीन,Crop
सोलन,Generic
सोलह,Numeral
सोविंग,Generic
सोहिन,Generic
सो।,Numeral
सौ,Numeral
सौंचे,Generic
सौठस्त्र,Generic
सौपर,Generic
सौसर,Generic
स्क्वायर,Generic
स्टाइलिश,Generic
स्टेज,Generic
स्टेम,Generic
स्टेमबोरर,Pest/Disease
स्टोवरी,Generic
स्ट्रॉबेरी,Crop
स्तन,Generic
स्तरसे,Generic
स्थाइत्व,Generic
स्थिति,Generic
स्थिति,Generic
स्पंज,Generic
स्पष्टता,Generic
स्पस्ट,Generic
स्पीकर,Generic
स्पॉन्ज,Generic
स्पोन,Generic
स्प्रे,Generic
स्मट,Generic
स्मत,Generic
स्लैश,Generic
स्वभव,Generic
स्वरूप,Generic
स्वर्ग,Generic
स्वस्त,Generic
स्वस्थ,Generic
स्वस्थ्य,Generic
स्वाद,Generic
स्वास्थ्य,Generic
स्वीट,Generic
स्वेगिंग,Generic
ह,Generic
हंसते,Generic
हइ,Generic
हइ।,Generic
हई,Generic
हए,Generic
हक,Generic
हग,Generic
हगति,Generic
हगाश,Generic
हज़ाद,Generic
हज़ार,Numeral
हजार,Numeral
हजारिया,Generic
हटाए,Generic
हटाने,Generic
हटाय,Generic
हटायेगा,Generic
हटेगा,Generic
हटौनी,Generic
हड्डीया,Soil Nutrient/Fertiliser
हतिन,Generic
हत्या,Generic
हनी,Generic
हप्ता,Generic
हफ्ता,Generic
हफ्ते,Generic
हब,Generic
हबनि,Generic
हम,Generic
हमके,Generic
हमको,Generic
हमने,Generic
हमर,Generic
हमरा,Generic
हमरो,Generic
हमलोग,Generic
हमारा,Generic
हमारी,Generic
हमारे,Generic
हमे,Generic
हमें,Generic
हमें।,Generic
हमो,Generic
हम।,Generic
हय,Generic
हय।,Generic
हर,Generic
हरदल,Crop
हरदा,Crop
हरदा।,Crop
हरदिया,Generic
हरने,Generic
हरबीसाइड,Generic
हरा,Generic
हरियर,Generic
हरिया,Generic
हरी,Generic
हरे,Generic
हरेक,Generic
हर्बिसाइड,Generic
हर्बीसाइड,Generic
हल,Agriculture unit
हल्दी,Crop
हवा,Generic
हस्थ,Generic
हा,Generic
हां,Generic
हांड़ी,Generic
हां।,Generic
हाइट,Generic
हाइड्रोपोली,Generic
हाइड्रोसील,Generic
हाइब्रिड,Variety
हाई,Generic
हाउ,Generic
हाती,Generic
हाथ,Generic
हानिकारक,Generic
हानियां,Generic
हाय।,Generic
हारदा,Crop
हारवेस्टिंग,Generic
हारा,Generic
हार्मोनस,Generic
हार्वेस्टिंग,Generic
हाल,Generic
हालपे,Generic
हाल,Generic
हिट,Generic
हिन्दू,Generic
हिरा,Generic
हिसाब,Generic
हिस्ट,Generic
ही,Generic
हीं,Generic
हींग,Crop
हीच,Generic
हीमारा,Generic
ही।,Generic
हु,Generic
हुआ,Generic
हुआ।,Generic
हुई,Generic
हुए,Generic
हुए।,Generic
हुम्बा,Generic
हुरहुर,Generic
हुल,Generic
हुवान,Generic
हु।,Generic
हूँ।,Generic
हूं,Generic
हूं।,Generic
हे,Generic
हेक्टर,Agriculture unit
हेक्टेयर,Agriculture unit
हेक्टेयर,Agriculture unit
हेक्सा,Generic
हेड,Generic
हेतु,Generic
हेतु,Generic
हेदरलो,Generic
हेनुआ,Generic
हेमंत,Generic
हेरबीसाइड,Generic
हेलो,Generic
हेलो,Generic
हेल्थी,Generic
हे।,Generic
है,Generic
है,Generic
फल,Crop
है,Generic
आज,Generic
है?क्या,Generic
हैं,Generic
हैं,Generic
श्री,Generic
हैं,Generic
और,Generic
हैं।,Generic
हैं,Generic
ऑनलाइन,Generic
हैठे,Generic
हैलो,Generic
है।,Generic
हॉपर,Pest/Disease
हॉवे,Generic
हो,Generic
होंगी,Generic
होंगे,Generic
होआ,Generic
होइ,Generic
होइल,Generic
होई,Generic
होएगा,Generic
होकर।,Generic
होके,Generic
होके।,Generic
होक।,Generic
होखी,Generic
होखे,Generic
होखेला,Generic
होगईल,Generic
होगा,Generic
होगा।,Generic
होगी,Generic
होगी,Generic
क्या,Generic
होगी।,Generic
होता,Generic
होता।,Generic
होती,Generic
होते,Generic
होथा,Generic
होना,Generic
होना।,Generic
होनी,Generic
होनीं,Generic
होने,Generic
होबा,Generic
होये,Generic
होयेगा,Generic
होये।,Generic
होरहाई,Generic
होरा,Agriculture unit
होलडारू,Generic
होला,Generic
होलीह।,Generic
होले,Generic
होलो,Generic
होव,Generic
होवा,Pest/Disease
होवाहल,Generic
होवे,Generic
हो।,Generic
हौ,Generic
ह।,Generic
।,Not Applicable
